Unnamed: 0,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,target,openness_truth,conscientiousness_truth,extraversion_truth,agreeableness_truth,neuroticism_truth
6018,976384,8600,8600,8600.0, 36 months, 19.42%,317.08,E,E3,Air Design Heating & Air Conditioning,10+ years,MORTGAGE,59774.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=976384,credit_card,goodbye high interest,992xx,WA,5.72,1,Nov-1996,690,694,0,3.0,,3,0,6152,99.2%,13,f,0.0,0.0,11414.443651027104,11414.44,8600.0,2814.44,0.0,0.0,0.0,Oct-2014,319.0,,Sep-2018,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.4,0.6
1911,1044140,8000,8000,8000.0, 36 months, 10.65%,260.59,B,B2,REC Solar,< 1 year,RENT,42816.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1044140,car,Car Loan,175xx,PA,1.88,0,Apr-2007,715,719,0,,,5,0,1796,64.1%,8,f,0.0,0.0,4458.459999999998,4458.46,3228.91,933.29,14.984613376092,281.28,2.94,Apr-2013,521.18,,Oct-2016,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
5636,968565,30000,30000,30000.0, 60 months, 11.71%,662.95,B,B3,US Grant Hotel,3 years,MORTGAGE,82000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=968565,other,Personal Loan,921xx,CA,0.22,0,Apr-1994,800,804,0,,,6,0,518,2.5%,14,f,0.0,0.0,9944.25,9944.25,5940.22,3989.63,0.0,14.4,0.0,Jan-2013,662.95,,May-2020,714,710,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
9563,847628,17000,17000,14957.535767700108, 60 months, 11.99%,378.07,B,B5,napco chemical,3 years,RENT,49008.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=847628,other,cleanup,773xx,TX,16.99,0,Mar-1993,755,759,3,,,12,0,4337,34.1%,16,f,0.0,0.0,22616.409992701,19107.13,17000.0,5616.41,0.0,0.0,0.0,Mar-2016,2578.7,,Oct-2017,574,570,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
443,1063876,16500,16500,16500.0, 36 months,  8.90%,523.93,A,A5,Associated Fresh Market,10+ years,RENT,48000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1063876,credit_card,CC Refinance,840xx,UT,13.1,0,May-2000,720,724,0,,,7,0,21329,87.1%,25,f,0.0,0.0,18160.5001868118,18160.5,16500.0,1660.5,0.0,0.0,0.0,May-2013,9783.86,,Oct-2014,719,715,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
5877,978602,17000,17000,16750.0, 60 months, 11.71%,375.67,B,B3,"Walmart Stores, Inc.",10+ years,RENT,65000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=978602,debt_consolidation,Debt Loan,727xx,AR,16.3,0,Dec-2001,720,724,0,76.0,,12,0,12877,48%,29,f,0.0,0.0,12377.23,12195.21,6169.26,3589.84,0.0,2618.13,469.765799998,Dec-2013,375.67,,Oct-2016,504,500,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
7371,883572,12000,12000,12000.0, 60 months, 13.49%,276.06,C,C1,West Coast Trust,< 1 year,RENT,34560.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=883572,debt_consolidation,Debt Consolidation,973xx,OR,7.12,0,Jan-1995,700,704,0,,88.0,6,1,5793,68.2%,10,f,0.0,0.0,5797.26,5797.26,3310.42,2465.63,0.0,21.21,0.0,Jul-2013,276.06,,May-2020,654,650,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
9565,847623,30000,30000,30000.0, 60 months, 20.25%,799.0,F,F1,Imclone Systems,7 years,MORTGAGE,60000.0,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=847623,debt_consolidation,Debt Consolidation,070xx,NJ,18.42,0,Oct-1996,675,679,1,59.0,,10,0,14622,36.8%,30,f,0.0,0.0,7990.0,7990.0,3155.84,4823.36,0.0,10.8,0.0,Jul-2012,799.0,,May-2020,749,745,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
8973,855158,11500,11500,11475.0, 36 months, 11.99%,381.91,B,B5,novotel hotel,7 years,RENT,79000.0,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=855158,debt_consolidation,debt consolidation loan,100xx,NY,3.14,0,Aug-1998,730,734,1,,,4,0,7904,36.1%,4,f,0.0,0.0,13748.7444292954,13718.86,11500.0,2248.74,0.0,0.0,0.0,Sep-2014,384.47,,Aug-2014,779,775,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
7237,867529,14750,14750,14725.0, 60 months, 11.71%,325.95,B,B3,Apollo Group,2 years,RENT,38496.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=867529,other,Personal Loan,852xx,AZ,25.72,0,Jul-2001,730,734,0,76.0,,14,0,5111,16.9%,33,f,0.0,0.0,3390.18,3384.45,1700.41,1227.74,0.0,462.03,5.0,Jul-2012,325.95,,Oct-2016,534,530,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
8394,866814,4600,4600,4600.0, 36 months, 14.79%,158.99,C,C4,Simply Suzanne,< 1 year,RENT,30000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=866814,debt_consolidation,Living debt free in Detroit Rock City,300xx,GA,18.44,1,Feb-1999,665,669,1,7.0,,14,0,15543,50.7%,24,f,0.0,0.0,5723.5439121767,5723.54,4600.0,1123.54,0.0,0.0,0.0,Sep-2014,168.91,,Sep-2014,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.6
1497,1050014,20500,20500,20450.0, 60 months, 10.65%,442.15,B,B2,walmart,10+ years,OWN,78586.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1050014,small_business,small_business Loan,760xx,TX,2.29,0,Oct-1979,790,794,0,60.0,,19,0,3564,3.8%,46,f,0.0,0.0,21813.11,21760.03,15461.81,5720.02,0.0,631.28,113.6303999927,Dec-2015,442.15,,Oct-2016,559,555,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
2366,1036945,15000,15000,15000.0, 60 months, 18.64%,386.15,E,E1,FMC Inc.,6 years,OWN,50000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036945,credit_card,Credit Card Payoff,614xx,IL,13.34,0,Feb-2000,675,679,0,,,12,0,16158,65.2%,17,f,0.0,0.0,6564.55,6564.55,2943.0,3597.92,0.0,23.63,0.0,May-2013,386.15,,May-2020,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.6
5492,985493,13000,13000,13000.0, 60 months, 19.03%,337.45,E,E2,Best Best & Krieger,5 years,RENT,70596.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=985493,other,Other Loan,917xx,CA,7.84,0,Nov-1998,670,674,2,47.0,,11,0,11154,58.7%,16,f,0.0,0.0,12810.4,12810.4,6046.29,5690.06,0.0,1074.05,9.9965000078,Sep-2014,337.45,,Oct-2016,599,595,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
7415,882960,4500,4500,4500.0, 36 months, 14.65%,155.23,C,C3,PHFE,4 years,MORTGAGE,75000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=882960,debt_consolidation,Debt for 2011,917xx,CA,13.02,0,May-1999,685,689,2,56.0,,24,0,3578,65%,40,f,0.0,0.0,2598.24,2598.24,201.33,108.39,0.0,2288.52,572.8875,Dec-2011,155.23,,Aug-2018,689,685,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,1,0.35,0.55,0.5,0.65,0.6
3227,1022829,20000,20000,19875.0, 60 months, 11.71%,441.97,B,B3,Beth Israel Deaconess Medical Center,2 years,MORTGAGE,63239.8,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1022829,debt_consolidation,consolidation,018xx,MA,22.22,0,Mar-1998,745,749,0,,,9,0,10890,45.9%,26,f,0.0,0.0,8827.69,8772.46,4820.9,3118.18,0.0,888.61,8.39,May-2013,441.97,,Oct-2016,519,515,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
1326,1052333,15000,15000,15000.0, 36 months, 12.42%,501.23,B,B4,United States Postal Service,10+ years,MORTGAGE,73600.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1052333,debt_consolidation,Debt Consolidation,802xx,CO,11.67,0,Apr-1993,695,699,0,61.0,101.0,11,1,18589,69.4%,25,f,0.0,0.0,17457.022641599204,17457.02,15000.0,2457.02,0.0,0.0,0.0,Sep-2013,7444.0,,Mar-2017,799,795,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
1345,1052387,17000,17000,17000.0, 60 months, 17.58%,427.82,D,D4,Broward County Schools,3 years,RENT,75600.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1052387,credit_card,Credit Card debt,330xx,FL,19.73,0,Jul-1988,685,689,1,54.0,,7,0,20152,74.1%,17,f,0.0,0.0,19883.14,19883.14,10589.61,7778.83,0.0,1514.7,272.646,Jul-2015,427.82,,Nov-2017,514,510,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.6
928,1057201,10400,10400,10400.0, 60 months, 22.35%,289.32,F,F5,control air,3 years,MORTGAGE,72000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1057201,debt_consolidation,debt consolidation,925xx,CA,8.82,0,Apr-2005,675,679,0,,,8,0,9334,99.3%,9,f,0.0,0.0,3525.35,3525.35,813.59,1492.09,0.0,1219.67,219.5405999949,Aug-2012,289.32,,May-2020,589,585,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
4504,1001868,5450,5450,5450.0, 36 months, 15.96%,191.5,C,C5,University of Virginia,10+ years,RENT,43000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1001868,debt_consolidation,consolidate + extra,245xx,VA,18.33,0,Jul-1996,675,679,1,,,7,0,20132,96.8%,17,f,0.0,0.0,4021.500000000001,4021.5,2856.1,1157.84,0.0,7.56,0.0,Aug-2013,191.5,,May-2020,609,605,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
5307,987663,25450,25450,25425.0, 60 months, 21.67%,698.14,F,F3,Transportation Security Administration,9 years,RENT,50000.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=987663,debt_consolidation,Debt Consoidation,600xx,IL,18.0,0,Aug-1998,670,674,1,,,11,0,24512,49.5%,24,f,0.0,0.0,13189.32,13176.45,5402.31,7783.69,0.0,3.32,0.0,May-2013,355.91,,Jun-2017,519,515,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.45,0.65
1230,1044599,30000,30000,30000.0, 60 months,  9.91%,636.09,B,B1,,10+ years,MORTGAGE,72000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1044599,home_improvement,Garage,980xx,WA,1.07,0,Sep-1991,790,794,0,,,8,0,6396,18.6%,37,f,0.0,0.0,38141.069955219,38141.07,30000.0,8141.07,0.0,0.0,0.0,Sep-2016,2520.03,,Oct-2016,789,785,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2065,1040959,8000,8000,8000.0, 60 months, 19.03%,207.66,E,E2,USMC,10+ years,RENT,108000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1040959,other,LOAN,967xx,HI,17.3,0,Jun-2002,665,669,1,25.0,,11,0,16619,45.8%,23,f,0.0,0.0,2506.75,2506.75,776.19,1299.65,14.914659962982,415.99,3.87,Nov-2012,209.43,,Oct-2016,664,660,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
1322,1052545,3600,3600,3600.0, 60 months, 18.25%,91.91,D,D5,"CCI Careers, Inc",1 year,RENT,32000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1052545,debt_consolidation,All in One,800xx,CO,17.25,0,Feb-2004,670,674,1,,,8,0,5944,68.3%,19,f,0.0,0.0,3287.82,3287.82,1392.13,1350.35,0.0,545.34,95.4936,Jun-2014,91.91,,Oct-2016,499,0,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
8567,845260,13250,13250,13250.0, 60 months, 16.89%,328.52,D,D4,"Wet Seal, Inc.",6 years,RENT,34000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=845260,debt_consolidation,Consolidation Loan,612xx,IL,21.0,0,Sep-2004,685,689,2,57.0,,7,0,10957,86.3%,16,f,0.0,0.0,9502.39,9502.39,4204.19,4008.58,0.0,1289.62,12.8938999986,Nov-2013,32.29,,Feb-2020,649,645,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
9612,846710,8000,8000,8000.0, 60 months, 15.99%,194.51,D,D2,Wallace Appraisal Service,9 years,RENT,54000.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=846710,debt_consolidation,Debt Consolidation Loan,208xx,MD,6.76,0,May-1996,720,724,2,,,5,0,14907,93.4%,13,f,0.0,0.0,1361.57,1361.57,636.44,716.45,0.0,8.68,0.0,Mar-2012,194.51,,May-2020,499,0,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
5080,991639,5600,5600,5600.0, 36 months, 15.96%,196.77,C,C5,Nutrition Now,< 1 year,RENT,40000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=991639,debt_consolidation,Breathe Easier,986xx,WA,10.29,0,Oct-2006,660,664,1,,,15,0,6964,42%,19,f,0.0,0.0,2677.08,2677.08,1019.47,546.05,0.0,1111.56,198.5256,Jul-2012,196.77,,Oct-2016,649,645,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.6
1728,1047031,12000,12000,12000.0, 60 months, 14.27%,280.91,C,C2,pseg co,10+ years,MORTGAGE,68000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1047031,debt_consolidation,get out of debt,075xx,NJ,9.35,1,Oct-1988,715,719,1,19.0,,6,0,5067,67.6%,11,f,0.0,0.0,4216.150000000012,4216.15,2439.93,1201.42,14.972194047025,559.83,5.11,Oct-2012,280.91,,Oct-2016,554,550,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
4857,994994,12375,12375,12375.0, 36 months,  7.90%,387.22,A,A4,"NIEHS, NIH",1 year,MORTGAGE,47700.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=994994,credit_card,credit card refinance,275xx,NC,23.85,0,Nov-1999,730,734,0,,,9,0,14373,61.2%,23,f,0.0,0.0,13816.982495347098,13816.98,12375.0,1441.98,0.0,0.0,0.0,Mar-2014,866.66,,Jun-2018,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
5043,992467,20000,20000,20000.0, 60 months, 17.58%,503.32,D,D4,"Emptoris, Inc.",2 years,RENT,51000.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=992467,debt_consolidation,Debt Consolidation,018xx,MA,21.34,0,Dec-2005,685,689,0,,,7,0,19779,70.9%,10,f,0.0,0.0,27246.82524461969,27246.83,20000.0,7246.83,0.0,0.0,0.0,May-2014,12690.08,,Apr-2014,739,735,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.65
3351,1020470,10000,10000,10000.0, 36 months, 15.27%,347.98,C,C4,"Xignite, Inc.",< 1 year,RENT,80000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1020470,other,Personal Expenses,951xx,CA,13.0,0,Dec-2002,695,699,1,,,2,0,6392,71%,3,f,0.0,0.0,10492.0038423139,10492.0,10000.0,492.0,0.0,0.0,0.0,Mar-2012,9450.95,,Oct-2016,579,575,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.6
6791,892098,7000,7000,7000.0, 36 months, 13.49%,237.52,C,C1,ALLIANT CREDIT UNION,8 years,RENT,90000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=892098,debt_consolidation,DEBT CONSOLIDATION,495xx,MI,19.63,0,Oct-1999,695,699,2,25.0,,5,0,23655,94.6%,23,f,0.0,0.0,8126.722256891092,8126.72,7000.0,1126.72,0.0,0.0,0.0,Apr-2013,4097.24,,Jun-2016,749,745,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
1488,1050080,3600,3600,3600.0, 36 months,  6.62%,110.54,A,A2,Hill and Knowlton,1 year,RENT,60000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1050080,debt_consolidation,Organizing finances,223xx,VA,21.54,0,Apr-1999,760,764,1,,,12,0,15502,70.1%,32,f,0.0,0.0,2321.34,2321.34,2004.17,306.88,0.0,10.29,0.0,Sep-2013,110.54,,May-2020,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
1128,1055834,9500,9500,9500.0, 36 months, 12.69%,318.68,B,B5,Steel Pan Naetworks,5 years,MORTGAGE,52000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1055834,debt_consolidation,Debt Consolidation Loan,314xx,GA,18.95,0,Aug-2003,695,699,1,,,8,0,30817,64.5%,11,f,0.0,0.0,7889.730000000106,7889.73,5629.47,1679.21,15.904640358822,565.15,5.4416,Nov-2013,318.68,,Oct-2016,509,505,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
8593,863917,4000,4000,4000.0, 36 months, 15.99%,140.61,D,D2,Sharp,< 1 year,RENT,51000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=863917,major_purchase,Major Purchase Loan,181xx,PA,1.98,0,Jun-2008,665,669,1,,,7,0,1334,38.1%,7,f,0.0,0.0,5061.8860027683,5061.89,4000.0,1061.89,0.0,0.0,0.0,Sep-2014,153.4,,Nov-2014,724,720,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.65
952,1058111,13000,13000,12994.464788896372, 36 months,  9.91%,418.93,B,B1,Holy Rosary Church,10+ years,RENT,50000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1058111,debt_consolidation,Pay it off,111xx,NY,17.3,0,Jun-2001,730,734,1,,,13,0,18246,30.7%,25,f,0.0,0.0,14358.94,14351.74,12158.68,2068.04,0.0,132.22,20.7575999973,Oct-2014,418.93,,Oct-2016,629,625,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
